-3.	-3.3687558386128598
-2.99	-3.3292082505647342
-2.98	-3.2896758933811037
-2.97	-3.2501586739089285
-2.96	-3.2106570503476504
-2.95	-3.171171895940443
-2.94	-3.1317037763387336
-2.93	-3.0922533299402186
-2.92	-3.052821304423955
-2.91	-3.0134080306957682
-2.9	-2.9740140447524435
-2.89	-2.9346398878576827
-2.88	-2.895286103513021
-2.87	-2.8559532421042944
-2.86	-2.816641854517735
-2.85	-2.7773524912539918
-2.84	-2.73808559838867
-2.83	-2.6988417508341236
-2.82	-2.6596216508553194
-2.81	-2.620425909843383
-2.8	-2.5812550569070107
-2.79	-2.542109417240135
-2.78	-2.502990116210469
-2.77	-2.4638979355167177
-2.76	-2.424833672837847
-2.75	-2.3857983285667075
-2.74	-2.346792533636208
-2.73	-2.307817006319984
-2.72	-2.268872503577052
-2.71	-2.22995969540081
-2.7	-2.1910793484013014
-2.69	-2.152232355680661
-2.68	-2.1134195230293176
-2.67	-2.074641611944356
-2.66	-2.0358992325539345
-2.65	-1.9971934823850703
-2.64	-1.9585252397556363
-2.63	-1.9198953797068299
-2.62	-1.881304376217295
-2.61	-1.8427534842108075
-2.6	-1.804243831228382
-2.59	-1.7657764569782637
-2.58	-1.727352417020289
-2.57	-1.6889727609514082
-2.56	-1.6506385219392483
-2.55	-1.612350740690505
-2.54	-1.5741104120305738
-2.53	-1.5359183149540725
-2.52	-1.497775843430259
-2.51	-1.459684115583136
-2.5	-1.4216442421096431
-2.4899999999999998	-1.3836570360079068
-2.48	-1.3457238518839922
-2.47	-1.3078459720373432
-2.46	-1.2700245881977965
-2.45	-1.2322605832794231
-2.44	-1.1945550887701928
-2.43	-1.1569098618629914
-2.42	-1.1193262931203838
-2.41	-1.0818057781595642
-2.4	-1.0443497230085703
-2.39	-1.0069595004676484
-2.38	-0.9696364859627082
-2.37	-0.9323820397496986
-2.36	-0.8951969749106918
-2.35	-0.8580830747956534
-2.34	-0.8210420588137182
-2.33	-0.7840754650746793
-2.32	-0.7471846339905863
-2.31	-0.7103710293176551
-2.3	-0.6736365803105999
-2.29	-0.6369829472565715
-2.28	-0.6004117385290993
-2.27	-0.5639239441390251
-2.26	-0.5275221005088909
-2.25	-0.49120810436740775
-2.2399999999999998	-0.45498386461738793
-2.23	-0.41885122752045995
-2.22	-0.38281217406396606
-2.21	-0.34686868994269804
-2.2	-0.3110227327542716
-2.19	-0.2752758435793637
-2.18	-0.2396297695309996
-2.17	-0.2040874747513684
-2.16	-0.16865130696613814
-2.15	-0.1333236440220286
-2.14	-0.09810676399084084
-2.13	-0.06300329593412664
-2.12	-0.028015773822638246
-2.11	0.006853233249236295
-2.1	0.04160146574780666
-2.09	0.07622602606488782
-2.08	0.11072391375664452
-2.07	0.14509222556374515
-2.06	0.1793282574435576
-2.05	0.2134291739422542
-2.04	0.24739118867452262
-2.03	0.28121087275156015
-2.02	0.31488469302316013
-2.01	0.34840851212448987
-2.	0.38177920456887293
-1.99	0.41499309696987935
-1.98	0.448046422960401
-1.97	0.48093577604517657
-1.96	0.5136568743904769
-1.95	0.5462051626433423
-1.94	0.5785761632941793
-1.93	0.6107651262141047
-1.92	0.6427671314464238
-1.91	0.67457753175529
-1.9	0.7061912791599145
-1.89	0.7376031381071332
-1.88	0.7688069042249099
-1.8699999999999999	0.7997978690465392
-1.8599999999999999	0.8305704922596223
-1.8499999999999999	0.8611190208345055
-1.84	0.8914366754202161
-1.83	0.9215177955615794
-1.82	0.9513569405509757
-1.81	0.9809480471641063
-1.8	1.0102846914872639
-1.79	1.0393602235538222
-1.78	1.0681688033385195
-1.77	1.0967039975947876
-1.76	1.1249592470814291
-1.75	1.1529260376672605
-1.74	1.1805997312337617
-1.73	1.2079743023219118
-1.72	1.2350436555450324
-1.71	1.2618007491443382
-1.7	1.288240189756637
-1.69	1.314357465868968
-1.68	1.3401477269721425
-1.67	1.3656062633331012
-1.66	1.3907286503207186
-1.65	1.4155123522141555
-1.64	1.4399549237715503
-1.63	1.4640547582318286
-1.6199999999999999	1.487810967122968
-1.6099999999999999	1.511224370735776
-1.5999999999999999	1.5342969620216467
-1.59	1.557032274123924
-1.58	1.5794377575458614
-1.57	1.6015199116140388
-1.56	1.623285606094867
-1.55	1.644745616948192
-1.54	1.6659154228763262
-1.53	1.6868160234714225
-1.52	1.7074583414204816
-1.51	1.7278625931576859
-1.5	1.7480525730210281
-1.49	1.7680697654524686
-1.48	1.7879313673360073
-1.47	1.8076662012561155
-1.46	1.8273086441804873
-1.45	1.8469101858291284
-1.44	1.8665093219231679
-1.43	1.8861337513680871
-1.42	1.9058240945439802
-1.41	1.9256287612614778
-1.4	1.945608387018464
-1.39	1.9657802662982187
-1.38	1.9861803691028443
-1.3699999999999999	2.006842642424657
-1.3599999999999999	2.0278101478850123
-1.3499999999999999	2.0490964202330666
-1.3399999999999999	2.0707141019697275
-1.33	2.0926690023263776
-1.32	2.114939507633758
-1.31	2.1375112272489742
-1.3	2.160377293305334
-1.29	2.183500180867443
-1.28	2.2068019573172695
-1.27	2.2301245004484063
-1.26	2.2535051600185882
-1.25	2.2768658710908056
-1.24	2.3001057190845478
-1.23	2.3228823319499257
-1.22	2.345253890726216
-1.21	2.367173876267072
-1.2	2.3885325762036573
-1.19	2.409016580512139
-1.18	2.4284837165654136
-1.17	2.4470608728828136
-1.16	2.464689796010721
-1.15	2.481261828972443
-1.14	2.496486122258501
-1.13	2.5106377947246368
-1.1199999999999999	2.523771760362672
-1.1099999999999999	2.535970720652521
-1.0999999999999999	2.5474083970815458
